,links,price,vehicle_model,regdate,mileage,motorpower,valorFipe,pricewrtfipe,error
489,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/logan-expres-hi-flex-1-6-8v-2016-1020048898,42990,RENAULT LOGAN EXPRESSION HI-FLEX 1.6 8V 4P,2016,70000,1.6,44055,0.9758256724548859,-0.04702359438270243
659,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/strada-hd-work-2020-1012900288,65500,FIAT STRADA WORKING HARD 1.4 FIRE FLEX 8V CE,2020,76700,1.4,67047,0.9769266335555655,-0.04699124296563162
656,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-bravo-essence-dualogic-4p-2011-979466969,27990,FIAT BRAVO ESSENCE DUALOGIC 1.8 FLEX 16V 5P,2011,197636,1.8,32563,0.8595645364370604,-0.04599538529808289
157,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/renault-captur-intense-1-6-4p-971741642,84900,RENAULT CAPTUR INTENSE 1.6 16V FLEX 5P AUT.,2018,52000,1.6,85949,0.9877950877846164,-0.0445274365987407
612,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/carro-bmw-1019984228,149000,BMW 320IA GT SPORT 2.0 TURBO 16V 184CV 5P,2016,72300,2.0 - 2.9,146562,1.016634598326988,-0.04396270551226267
299,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-equinox-2-0-16v-turbo-gasolina-premier-awd-automatico-73-000-km-1009556319,149900,GM - CHEVROLET EQUINOX PREMIER 2.0 TURBO AWD 262CV AUT.,2019,73000,2.0 - 2.9,163029,0.9194683154530789,-0.043836690425066105
155,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/bmw-x3-xdrive-2-0-teto-rodas-aut-couro-nova-ano-2014-937196899,115900,BMW X3 XDRIVE 20I 2.0/X-LINE BI-TB FLEX AUT.,2014,0,2.0 - 2.9,114303,1.0139716367899356,-0.04357011336442729
392,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-comfort-plus-1-6-flex-aut-4p-969587587,69990,HYUNDAI HB20 C.STYLE/C.PLUS 1.6 FLEX 16V AUT.,2019,44130,1.6,70738,0.9894257683281971,-0.042307052581403326
770,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/gm-prisma-2013-lt-1-4-completo-unica-dona-ipva-2022-pago-1019927456,46500,GM - CHEVROLET PRISMA SED. LT 1.4 8V FLEXPOWER 4P,2013,68380,1.4,45277,1.0270115069461316,-0.04195648629362081
333,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-se-1-0-hatch-ano-2015-em-excelente-estado-de-conservacao-1020085108,41000,FORD KA 1.0 SE/SE PLUS TIVCT FLEX 5P,2015,50000,1.0,41072,0.9982469809115699,-0.04173168923982429
60,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-cobalt-ltz-1-8-8v-flex-aut-2019-1008793456,70900,GM - CHEVROLET COBALT LTZ 1.8 8V ECONO.FLEX 4P AUT.,2019,68000,1.8,72011,0.9845718015303218,-0.04170201745796143
598,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-lxr-2-0-16v-flex-aut-2015-986395371,75900,HONDA CIVIC SEDAN LXR 2.0 FLEXONE 16V AUT. 4P,2015,105000,2.0 - 2.9,76391,0.9935725412679504,-0.04149645819145209
262,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/onix-1-4-lt-2014-otimo-estado-955234308,43900,GM - CHEVROLET ONIX HATCH LT 1.4 8V FLEXPOWER 5P MEC.,2014,86000,1.4,43875,1.0005698005698005,-0.04143658685182805
221,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/duvido-mais-nova-freemont-2014-com-63-mil-km-1020163093,66000,FIAT FREEMONT 2.4 16V 5P AUT.,2014,63000,2.0 - 2.9,66443,0.9933326309769276,-0.041341433763406044
176,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/focus-2008-1020167399,26000,FORD FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P,2008,122000,2.0 - 2.9,26130,0.9950248756218906,-0.04124318964088969
677,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-attractive-1-4-970185624,29900,FIAT PALIO ATTRA./ITALIA 1.4 EVO F.FLEX 8V 5P,2011,148000,1.4,30181,0.9906895066432524,-0.040697142149836774
400,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vw-jetta-2-0-comfortline-2013-top-tiptronic-couro-midia-70-000km-impecavel-financio-1019099812,64900,VW - VOLKSWAGEN JETTA COMFORTLINE 2.0 T.FLEX 8V 4P TIPT.,2013,70000,2.0 - 2.9,65156,0.9960709681380072,-0.04052063479060031
456,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/sw4-srx-2-8l-4x4-diesel-968875403,254000,TOYOTA HILUX SW4 SRX 4X4 2.8 TDI 16V DIES. AUT.,2016,116000,2.0 - 2.9,255176,0.9953914161206383,-0.040118677702014605
369,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/fiat-mobi-like-1-0-fire-flex-5p-2018-flex-1020080372,46900,FIAT MOBI LIKE 1.0 FIRE FLEX 5P.,2018,62364,1.0,45160,1.0385296722763508,-0.039457363862815065
200,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-montana-ls-1-4-econoflex-8v-financia-ate-60x-com-apenas-5-mill-de-entrada-985137635,64900,GM - CHEVROLET MONTANA LS 1.4 ECONOFLEX 8V 2P,2020,0,1.4,64435,1.007216574842865,-0.039450252958475485
516,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/classic-1-0-ls-completo-2013-placa-i-1020042120,28900,GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,2013,100000,1.0,28869,1.001073816204233,-0.03927362364016007
644,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vw-spacecross-top-u-dono-impecavel-72-000km-financio-1019283661,42900,VW - VOLKSWAGEN SPACECROSS 1.6 MI TOTAL FLEX 8V,2012,72000,1.6,42161,1.0175280472474562,-0.03926842604601877
469,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/suzuki-grand-vitara-2-0-4x2-2015-preta-1020052714,64900,SUZUKI GRAND VITARA 2.0 16V 4X2/4X4 5P AUT.,2015,123000,2.0 - 2.9,66810,0.9714114653494986,-0.03908180826769991
1,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-longitude-diesel-0km-pronta-entrega-973999168,212990,JEEP COMPASS LONG. TD 350 2.0 4X4 DIESEL AUT,2022,0,2.0 - 2.9,214298,0.9938963499426033,-0.039015544039511796
320,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/uno-mille-way-economy-1-0-2013-4-portas-1006038755,28900,FIAT UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P,2013,124000,1.0,28920,0.9993084370677732,-0.038995521646923104
308,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/peugeot-208-allure-1-6-at-4p-1004279537,96000,PEUGEOT 208 ALLURE 1.6 FLEX 16V 5P AUT.,2022,7000,1.6,95744,1.0026737967914439,-0.03737913277371274
491,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/parati-tour-1-8-completo-1020047931,19500,VW - VOLKSWAGEN PARATI 1.8 MI TOUR 8V 99CV 4P,2003,100000,1.8,21004,0.9283945915063797,-0.036892985851988525
6,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-santa-fe-gls-3-3-v6-4x4-tiptronic-2009-988431329,37990,HYUNDAI SANTA FE GLS 2.7 V6 4X4TIPTRONIC,2009,137000,2.0 - 2.9,42859,0.8863949228866749,-0.036733869206733494
142,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/sandero-rs-2-0-manual-993973049,92900,RENAULT SANDERO SPORT RS 2.0 HI-POWER 16V 5P,2022,7000,2.0 - 2.9,92447,1.004900104924984,-0.0364739785185757
119,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/yaris-sedan-xl-1-5-flex-automatico-1016518906,84900,TOYOTA YARIS XL SEDAN 1.5 FLEX 16V 4P AUT.,2020,69000,1.5,86733,0.9788661755041334,-0.036430665502945936
429,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/spacefox-1-6-2013-948757486,41900,VW - VOLKSWAGEN SPACEFOX 1.6/ 1.6 TREND TOTAL FLEX 8V 5P,2013,95361,1.6,40479,1.0351046221497566,-0.03620860233843426
722,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-unique-1019940266,53900,HYUNDAI HB20 UNIQUE 1.0 FLEX 12V MEC.,2019,45000,1.0,56877,0.9476589834203633,-0.03576004655409404
375,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/vendo-ducato-maxicargo-1020078918,168000,FIAT DUCATO MAXICARGO 2.3 16V DIESEL,2019,122500,2.0 - 2.9,157626,1.0658140154543032,-0.03542386290495636
666,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/vendo-gol-g5-1019958558,21500,VW - VOLKSWAGEN GOL CITY (TREND)/TITAN 1.0 T. FLEX 8V 4P,2009,120000,1.0,22202,0.968381226916494,-0.03531794159875701
752,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-1-8-gli-16v-flex-4p-automatico-938604990,59900,TOYOTA COROLLA GLI 1.8 FLEX 16V  AUT.,2012,90000,1.8,58039,1.032064646186185,-0.035042980195963525
388,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/compass-limited-flex-2018-oportunidade-1019150020,119500,JEEP COMPASS LIMITED 2.0 4X2 FLEX 16V AUT.,2018,48906,2.0 - 2.9,129785,0.9207535539546172,-0.035008240291439896
72,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-i30-2-0-2009-2010-1020188271,38000,HYUNDAI I30 2.0 16V 145CV 5P AUT.,2009,150000,2.0 - 2.9,38813,0.9790534099399686,-0.0349944723834239
231,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/408-1-6-turbo-flex-top-de-linha-1019459831,65900,PEUGEOT 408 SEDAN GRIFFE 1.6 TB FLEX 16V 4P AUT.,2017,67500,1.6,65878,1.0003339506360243,-0.03478644512868301
65,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/renault-logan-zen-flex-1-0-12v-4p-mec-2020-flex-979929442,55900,RENAULT LOGAN ZEN FLEX 1.0 12V 4P MEC.,2020,75000,1.0,55521,1.0068262459249653,-0.03460298247716431
301,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/mobi-like-2018-ipva-pago-1020106232,45000,FIAT MOBI LIKE 1.0 FIRE FLEX 5P.,2018,74000,1.0,45160,0.9964570416297609,-0.03450879388534167
395,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-ex-abaixo-da-fipe-1019115014,104000,HONDA CIVIC SEDAN EX 2.0 FLEX 16V AUT.4P,2018,91000,2.0 - 2.9,112415,0.9251434417115154,-0.03413151728949848
197,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/toyota-etios-platinum-sed-1-5-flex-16v-4p-aut-2019-flex-1009135632,73900,TOYOTA ETIOS PLATINUM SED. 1.5 FLEX 16V 4P AUT.,2019,75010,1.5,74070,0.9977048737680573,-0.034122633889502096
147,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/ford-new-fiesta-titanium-1-6-16v-automatico-2015-couro-e-multimidia-975302731,53900,FORD FIESTA TIT./TIT.PLUS 1.6 16V FLEX AUT.,2015,82000,1.6,53518,1.0071377854179902,-0.03374362854665236
675,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-1-8-2017-958923593,78900,JEEP RENEGADE 1.8 4X2 FLEX 16V MEC.,2017,0,1.8,77833,1.0137088381534824,-0.03373320374665423
257,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/creta-prestige-2-0-2017-2017-c-47-milkm-1020119498,97990,HYUNDAI CRETA PRESTIGE 2.0 16V FLEX AUT.,2017,47000,2.0 - 2.9,96928,1.0109565863321228,-0.03341165952747627
55,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/fit-lx-1017100373,44900,HONDA FIT LX 1.4/ 1.4 FLEX 8V/16V 5P AUT.,2011,128620,1.4,44818,1.001829622026864,-0.03311493587531866
453,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/corolla-branco-perola-1020055761,89990,TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,2016,60000,2.0 - 2.9,89369,1.0069487182356298,-0.03273207755783658
81,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/vw-amarok-highline-3-0-v6-4x4-diesel-2019-todas-revisoes-na-concessionaria-ipva-pago-991468751,240000,VW - VOLKSWAGEN AMAROK HIGHLINE CD 3.0 4X4 TB DIES. AUT.,2019,100000,3.0 - 3.9,237185,1.011868372789173,-0.03240411346409999
304,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/renault-captur-iconic-1-3-turbo-flex-4p-1017149544,136990,RENAULT CAPTUR ICONIC 1.3 TB 16V FLEX 5P AUT,2022,2200,1.3,135945,1.0076869322152342,-0.032365997349922404
86,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/ford-ranger-xls-2-2-cd-automatica-972359851,195000,FORD RANGER XLS 2.2 4X4 CD DIESEL AUT.,2020,60000,2.0 - 2.9,194711,1.0014842510181756,-0.03218012550275917
37,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-cruze-premier-1-4-4p-1003293921,156900,GM - CHEVROLET CRUZE PREMIER 1.4 16V TB FLEX AUT,2022,9500,1.4,154498,1.0155471268236482,-0.03215316393496659
167,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/jaguar-f-pace-20d-awd-prestige-4p-diesel-aut-932160940,405900,JAGUAR F-PACE 2.0 PRESTIGE 180CV DIESEL AUT.,2020,10296,2.0 - 2.9,412553,0.9838735871512266,-0.031974390273625475
302,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-2017-manual-962920708,52900,HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,2017,58153,1.0,52549,1.0066794801042835,-0.031927815121537195
97,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/uno-mille-way-economy-1-0-abaixo-fipe-1014088573,17900,FIAT UNO MILLE WAY ECONOMY 1.0 F.FLEX 2P,2010,0,1.0,20755,0.8624427848711154,-0.031686887375965145
551,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/jorney-rt-3-6-7-lugares-top-2013-1006853937,65990,DODGE JOURNEY RT  3.6 V6 AUT.,2013,124000,3.0 - 3.9,65744,1.0037417863227063,-0.03168137998455367
471,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/virtus-comfort-200-tsi-1-0-flex-12v-aut-2019-flex-1020052217,86990,VW - VOLKSWAGEN VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUT,2019,88000,1.0,88452,0.983471261249039,-0.03155258984230458
27,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20s-2019-2019-1-6-comfort-plus-16v-flex-4p-automatico-996112375,71490,HYUNDAI HB20S C.STYLE/C.PLUS1.6 FLEX 16V AUT. 4P,2019,58528,1.6,74056,0.9653505455331101,-0.0315457068451348
359,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/gm-chevrolet-prisma-sed-lt-1-4-2014-991628072,46900,GM - CHEVROLET PRISMA SED. LT 1.4 8V FLEXPOWER 4P,2014,94000,1.4,47308,0.9913756658493278,-0.03091667776978757
676,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-punto-1-4-elx-2011-977892847,31900,FIAT PUNTO ATTRACTIVE 1.4 FIRE FLEX 8V 5P,2011,0,1.4,31162,1.023682690456325,-0.03006006483662227
198,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/grand-siena-1-6-impecavel-1020165569,41900,FIAT GRAND SIENA ESSENCE DUAL. 1.6 FLEX 16V,2014,108000,1.6,41785,1.0027521837980136,-0.029837314222923572
144,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20s-1-6m-comf-2015-1018106263,54990,HYUNDAI HB20S C.PLUS/C.STYLE 1.6 FLEX 16V MEC.4P,2015,69748,1.6,55480,0.9911679884643114,-0.029583677433612898
812,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/ranger-xls-2-2-4x4-impecavel-966834603,175000,FORD RANGER XLS 2.2 4X4 CD DIESEL MEC.,2019,180000,2.0 - 2.9,173604,1.0080412893712127,-0.029455903939820782
30,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/duster-2014-tech-road-1-6-1020204774,51000,RENAULT DUSTER TECHROAD 1.6 HI-FLEX 16V MEC.,2014,122900,1.6,51252,0.9950831187075626,-0.02918970624332151
723,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/wr-v-1-5-flexone-ex-cvt-989174439,104900,HONDA WR-V EX 1.5 FLEXONE 16V 5P AUT.,2021,17000,1.5,103608,1.0124700795305381,-0.028904003913021503
593,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/celta-2013-1019990229,24900,GM - CHEVROLET CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 5P,2013,99999,1.0,27576,0.9029590948651001,-0.0288725131425569
549,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/nissan-kicks-sl-1020024580,88400,NISSAN KICKS SL 1.6 16V FLEXSTAR 5P AUT.,2017,91400,1.6,88405,0.9999434421130027,-0.02882496655774025
767,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/mitsubishi-outlander-2-2-diesel-4x4-teto-solar-967037756,152000,MITSUBISHI OUTLANDER 2.2 165CV DIESEL AUT.,2016,125000,2.0 - 2.9,150611,1.0092224339523674,-0.028781803311905607
187,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-nivus-1-0-200-tsi-highline-1016406638,125990,VW - VOLKSWAGEN NIVUS HIGHLINE 1.0 200 TSI FLEX AUT,2021,10468,1.0,126400,0.9967563291139241,-0.028631242752694464
500,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/fiesta-class-1-6-2013-abaixo-da-fipe-1020045858,29900,FORD FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5P,2013,105000,1.6,32415,0.9224124633657258,-0.028571540695634168
520,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/prisma-1-0-completo-ano-2014-1018165481,44990,GM - CHEVROLET PRISMA SED. LT 1.0 8V FLEXPOWER 4P,2014,95000,1.0,44285,1.015919611606639,-0.02849139966684877
426,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/mitsubishi-lancer-cvt-2-0-2014-1020064617,53000,MITSUBISHI LANCER 2.0 16V 160CV AUT.,2014,120000,2.0 - 2.9,54548,0.9716213243381976,-0.028224343152978282
591,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/vw-golf-sportline-2-0-aut-ano-2011-984918925,49800,VW - VOLKSWAGEN GOLF SPORTLINE 2.0 MI TOTAL F. 8V TIP.,2011,85000,2.0 - 2.9,48929,1.0178013039301845,-0.028200245628008602
512,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-creta-1-6-attitude-manual-4p-990596761,88000,HYUNDAI CRETA ATTITUDE 1.6 16V FLEX MEC.,2018,68000,1.6,86952,1.0120526267365904,-0.028143514526426605
801,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/tucson-1-6-turbo-teto-solar-1014486774,127900,HYUNDAI TUCSON GLS 1.6 TURBO 16V AUT.,2018,63000,1.6,128138,0.9981426274797484,-0.028128171883097575
80,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-sw4-srv-4x2-2-7-flex-16v-aut-2015-990834110,125000,TOYOTA HILUX SW4 SR 4X2 2.7/ 2.7 FLEX 16V AUT.,2015,85120,2.0 - 2.9,124304,1.0055991762131549,-0.028081665278981482
190,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/gm-tracker-1-8-ltz-flex-2014-4x2-automatica-completa-1012119661,72900,GM - CHEVROLET TRACKER LTZ 1.8 16V FLEX 4X2 AUT.,2014,107000,1.8,71722,1.0164245280388164,-0.027828506326607716
649,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-toro-freedom-impecavel-1017502158,105800,FIAT TORO FREEDOM 1.8 16V FLEX AUT.,2019,48000,1.8,105987,0.9982356326719315,-0.027285824093384203
28,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/pajeiro-sport-hpe-2-5-diesel-4x4-manual-1020204979,65000,MITSUBISHI PAJERO SPORT HPE 2.5 4X4 DIESEL MEC.,2007,214000,2.0 - 2.9,57670,1.1271024796254552,-0.02709901475996901
152,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-comfort-plus-2019-1-6-flex-16-v-mec-1015674008,67000,HYUNDAI HB20 C./C.PLUS/C.STYLE 1.6 FLEX 16V MEC.,2019,21400,1.6,66958,1.0006272588787002,-0.026993509554853024
51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/frontier-platiun-aut-chave-presenca-manual-do-proprietario-1020191019,118900,NISSAN FRONTIER PLATINUM CD 4X4 2.5 TB DIESEL,2014,140000,2.0 - 2.9,118317,1.0049274406889965,-0.026175409803103955
695,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/volvo-xc60-t5-momentum-awd-4p-gasolina-aut-957300750,226900,VOLVO XC 60 T-5 MOMENTUM 2.0 254CV AWD 5P,2018,55761,2.0 - 2.9,230616,0.9838866340583481,-0.026064601633557505
32,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ix35-gl-2-0-2019-950502038,109000,HYUNDAI IX35 GL 2.0 16V 2WD FLEX AUT.,2019,0,2.0 - 2.9,107536,1.013614045528939,-0.02602729125411707
259,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/ix-35-1020119303,91717,HYUNDAI IX35 2.0 LAUNCHING EDITION 16V FLEX AUT.,2016,111574,2.0 - 2.9,91717,1.0,-0.025834418423440253
